instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
1929;25.03.2015;10:00:00;10;Mittwoch;03;921;7;5;71;11;3;0;0;0
1930;25.03.2015;11:00:00;11;Mittwoch;03;702;7.5;5;66.5;15;7;0;0;0
1931;25.03.2015;12:00:00;12;Mittwoch;03;948;8;5.5;64;13;3;0;0;0
1932;25.03.2015;13:00:00;13;Mittwoch;03;1047;8.5;6.5;58;12;2;0;0;0
1933;25.03.2015;14:00:00;14;Mittwoch;03;1008;9.5;8;50.5;9;2;0;0;0
1934;25.03.2015;15:00:00;15;Mittwoch;03;1080;9.5;9;44.5;6.5;2;0;0;0
1935;25.03.2015;16:00:00;16;Mittwoch;03;1511;9;7.5;44.5;9;2;0;0;0
1936;25.03.2015;17:00:00;17;Mittwoch;03;2878;9;8.5;41.5;5;2;0;0;0
1937;25.03.2015;18:00:00;18;Mittwoch;03;2788;9;9;46.5;4;1;0;0;0
1938;25.03.2015;19:00:00;19;Mittwoch;03;1520;8.5;8;48;5.5;1;0;0;0
1939;25.03.2015;20:00:00;20;Mittwoch;03;922;7.5;6;55;7.5;1;0;0;0
1940;25.03.2015;21:00:00;21;Mittwoch;03;662;6;4;61;8;1;0;0;0
1941;25.03.2015;22:00:00;22;Mittwoch;03;497;5.5;3.5;71;8;1;0;0;0
1942;25.03.2015;23:00:00;23;Mittwoch;03;323;5;2.5;76;10;1;0;0;0
1943;26.03.2015;00:00:00;00;Donnerstag;03;173;5;2;78.5;12;1;0;0;0
1944;26.03.2015;01:00:00;01;Donnerstag;03;84;5;2;84;12;1;0;0;0
1945;26.03.2015;02:00:00;02;Donnerstag;03;49;6;3.5;81;11;1;0;0;0
1946;26.03.2015;03:00:00;03;Donnerstag;03;40;6;3;76;14;7;0;0;0
1947;26.03.2015;04:00:00;04;Donnerstag;03;28;6;3;81;17;7;0;0;0
1948;26.03.2015;05:00:00;05;Donnerstag;03;59;6;2.5;81;19.5;7;0;0;0
1949;26.03.2015;06:00:00;06;Donnerstag;03;247;5;1;87;20;7;0;0;0
1950;26.03.2015;07:00:00;07;Donnerstag;03;974;5.5;1.5;84;20;7;0;0;0
1951;26.03.2015;08:00:00;08;Donnerstag;03;2658;6.5;3;87;20.5;3;0;0;0
1952;26.03.2015;09:00:00;09;Donnerstag;03;1251;7;4;90;19.5;3;0;0;0
1953;26.03.2015;10:00:00;10;Donnerstag;03;636;8.5;5.5;87;21;3;0;0;0
1954;26.03.2015;11:00:00;11;Donnerstag;03;630;10.5;9;85;21;3;0;0;0
1955;26.03.2015;12:00:00;12;Donnerstag;03;739;11.5;11.5;77;23;2;0;0;0
1956;26.03.2015;13:00:00;13;Donnerstag;03;742;10.5;9;74;22;3;0;0;0
1957;26.03.2015;14:00:00;14;Donnerstag;03;854;12;12;56;33;3;0;0;0
1958;26.03.2015;15:00:00;15;Donnerstag;03;983;12;12;52.5;29.5;2;0;0;0
1959;26.03.2015;16:00:00;16;Donnerstag;03;1357;12;12;51;29;2;0;0;0
1960;26.03.2015;17:00:00;17;Donnerstag;03;2601;11;11;48.5;26;2;0;0;0
1961;26.03.2015;18:00:00;18;Donnerstag;03;2399;11;11;48.5;23;2;0;0;0
1962;26.03.2015;19:00:00;19;Donnerstag;03;1411;10;7.5;50;20.5;1;0;0;0
1963;26.03.2015;20:00:00;20;Donnerstag;03;911;9.5;7;52;18.5;1;0;0;0
1964;26.03.2015;21:00:00;21;Donnerstag;03;634;9;6;58;22;1;0;0;0
1965;26.03.2015;22:00:00;22;Donnerstag;03;506;8.5;5.5;58;22;1;0;0;0
1966;26.03.2015;23:00:00;23;Donnerstag;03;339;8;4;62;24;1;0;0;0
1967;27.03.2015;00:00:00;00;Freitag;03;190;7.5;4;61.5;22;1;0;0;0
1968;27.03.2015;01:00:00;01;Freitag;03;128;7;3;61;26;1;0;0;0
1969;27.03.2015;02:00:00;02;Freitag;03;75;6;2.5;66;18.5;1;0;0;0
1970;27.03.2015;03:00:00;03;Freitag;03;38;6;2.5;68.5;21.5;1;0;0;0
1971;27.03.2015;04:00:00;04;Freitag;03;43;6;2;71;21;1;0;0;0
1972;27.03.2015;05:00:00;05;Freitag;03;99;6;3;71;18;1;0;0;0
1973;27.03.2015;06:00:00;06;Freitag;03;517;5.5;2;73.5;18;1;0;0;0
1974;27.03.2015;07:00:00;07;Freitag;03;1709;6.5;3.5;68.5;19.5;1;0;0;0
1975;27.03.2015;08:00:00;08;Freitag;03;3514;7.5;5;64;14;1;0;0;0
1976;27.03.2015;09:00:00;09;Freitag;03;1866;8;5;57;15;1;0;0;0
1977;27.03.2015;10:00:00;10;Freitag;03;977;9;7;54;13;2;0;0;0
1978;27.03.2015;11:00:00;11;Freitag;03;963;10;8;45;17;2;0;0;0
1979;27.03.2015;12:00:00;12;Freitag;03;1217;11.5;11.5;44;15;2;0;0;0
1980;27.03.2015;13:00:00;13;Freitag;03;1288;12;12;44;17;1;0;0;0
1981;27.03.2015;14:00:00;14;Freitag;03;1285;12;12;44;15;1;0;0;0
1982;27.03.2015;15:00:00;15;Freitag;03;1377;13;13;41;12;1;0;0;0
1983;27.03.2015;16:00:00;16;Freitag;03;1917;12.5;12.5;42.5;12;1;0;0;0
1984;27.03.2015;17:00:00;17;Freitag;03;3034;12;12;47.5;15;2;0;0;0
1985;27.03.2015;18:00:00;18;Freitag;03;2410;11;11;58;16;1;0;0;0
1986;27.03.2015;19:00:00;19;Freitag;03;1353;10;8;62;15;1;0;0;0
1987;27.03.2015;20:00:00;20;Freitag;03;799;9;7;71;14;1;0;0;0
1988;27.03.2015;21:00:00;21;Freitag;03;599;8;6;76;9;1;0;0;0
1989;27.03.2015;22:00:00;22;Freitag;03;507;8;6.5;79;8;1;0;0;0
1990;27.03.2015;23:00:00;23;Freitag;03;443;8;7;82;6;1;0;0;0
1991;28.03.2015;00:00:00;00;Samstag;03;401;8;7.5;82;5;4;0;1;0
1992;28.03.2015;01:00:00;01;Samstag;03;356;8.5;6.5;84.5;10;4;0;1;0
1993;28.03.2015;02:00:00;02;Samstag;03;258;8;6;93;10;3;0;1;0
1994;28.03.2015;03:00:00;03;Samstag;03;198;9;8;87;7;3;0;1;0
1995;28.03.2015;04:00:00;04;Samstag;03;118;9;7.5;90.5;10;3;0;1;0
1996;28.03.2015;05:00:00;05;Samstag;03;90;9.5;8;91;9;3;0;1;0
1997;28.03.2015;06:00:00;06;Samstag;03;125;10;8.5;91;10;3;0;1;0
1998;28.03.2015;07:00:00;07;Samstag;03;196;11;11;91;18;3;0;1;0
1999;28.03.2015;08:00:00;08;Samstag;03;454;12;12;88;20.5;3;0;1;0
2000;28.03.2015;09:00:00;09;Samstag;03;807;13;13;82;25;3;0;1;0
2001;28.03.2015;10:00:00;10;Samstag;03;1050;13;13;82;29;3;0;1;0
2002;28.03.2015;11:00:00;11;Samstag;03;1448;14;14;72;31.5;3;0;1;0
2003;28.03.2015;12:00:00;12;Samstag;03;1508;13.5;13.5;74.5;35;3;0;1;0
2004;28.03.2015;13:00:00;13;Samstag;03;1478;13;13;77;34;4;0;1;0
2005;28.03.2015;14:00:00;14;Samstag;03;1651;13;13;77;29.5;4;0;1;0
2006;28.03.2015;15:00:00;15;Samstag;03;1639;13;13;77;29;4;0;1;0
2007;28.03.2015;16:00:00;16;Samstag;03;1624;13.5;13.5;79.5;28;3;0;1;0
2008;28.03.2015;17:00:00;17;Samstag;03;1564;13;13;77;28;3;0;1;0
2009;28.03.2015;18:00:00;18;Samstag;03;1216;13;13;77;27;7;0;1;0
2010;28.03.2015;19:00:00;19;Samstag;03;845;13;13;77;27;4;0;1;0
2011;28.03.2015;20:00:00;20;Samstag;03;693;13;13;67;33;3;0;1;0
2012;28.03.2015;21:00:00;21;Samstag;03;461;12;12;69.5;29.5;2;0;1;0
2013;28.03.2015;22:00:00;22;Samstag;03;382;11.5;11.5;69.5;32.5;1;0;1;0
2014;28.03.2015;23:00:00;23;Samstag;03;424;11;11;67;32;2;0;1;0
2015;29.03.2015;00:00:00;00;Sonntag;03;395;10;8;72.75;30.75;4;0;1;0
2016;29.03.2015;01:00:00;01;Sonntag;03;0;10.5;8.5;77;33;7;0;1;0
2017;29.03.2015;03:00:00;03;Sonntag;03;282;10;7;85;25;7;0;1;0
2018;29.03.2015;04:00:00;04;Sonntag;03;216;10;7.5;88;18.5;4;0;1;0
2019;29.03.2015;05:00:00;05;Sonntag;03;112;11;11;74.5;23;4;0;1;0
2020;29.03.2015;06:00:00;06;Sonntag;03;101;11;11;72;28;7;0;1;0
2021;29.03.2015;07:00:00;07;Sonntag;03;98;10;7.5;88;19.5;7;0;1;0
2022;29.03.2015;08:00:00;08;Sonntag;03;142;10;8;91;15;7;0;1;0
2023;29.03.2015;09:00:00;09;Sonntag;03;217;11.5;11.5;91;25;7;0;1;0
2024;29.03.2015;10:00:00;10;Sonntag;03;341;12;12;88;30.5;7;0;1;0
2025;29.03.2015;11:00:00;11;Sonntag;03;505;13;13;82;30.5;7;0;1;0
2026;29.03.2015;12:00:00;12;Sonntag;03;575;13;13;82;35;7;0;1;0
2027;29.03.2015;13:00:00;13;Sonntag;03;392;12.5;12.5;91;39;7;0;1;0
2028;29.03.2015;14:00:00;14;Sonntag;03;699;13.5;13.5;77;47;7;0;1;0
2029;29.03.2015;15:00:00;15;Sonntag;03;856;14;14;65;47;2;0;1;0
2030;29.03.2015;16:00:00;16;Sonntag;03;548;12.5;12.5;69.5;38.5;7;0;1;0
2031;29.03.2015;17:00:00;17;Sonntag;03;875;13;13;55;40.5;2;0;1;0
2032;29.03.2015;18:00:00;18;Sonntag;03;839;12;12;56;37;2;0;1;0
2033;29.03.2015;19:00:00;19;Sonntag;03;335;10.5;8.5;77;34;7;0;1;0
2034;29.03.2015;20:00:00;20;Sonntag;03;341;10;7;76;30;2;0;1;0
2035;29.03.2015;21:00:00;21;Sonntag;03;278;10;7;79;28;1;0;1;0
2036;29.03.2015;22:00:00;22;Sonntag;03;225;10;7;71;28;1;0;1;0
2037;29.03.2015;23:00:00;23;Sonntag;03;220;10;7;73.5;25;2;0;1;0
2038;30.03.2015;00:00:00;00;Montag;03;132;9;5;76;30.5;2;0;0;0
2039;30.03.2015;01:00:00;01;Montag;03;59;9;5.5;73.5;28;2;0;0;0
2040;30.03.2015;02:00:00;02;Montag;03;47;8;4.5;76;22;2;0;0;0
2041;30.03.2015;03:00:00;03;Montag;03;28;8;4.5;73.5;23;2;0;0;0
2042;30.03.2015;04:00:00;04;Montag;03;27;8;4;66;31;1;0;0;0
2043;30.03.2015;05:00:00;05;Montag;03;86;8;4;66;28;1;0;0;0
2044;30.03.2015;06:00:00;06;Montag;03;458;7;3;66;26;1;0;0;0
2045;30.03.2015;07:00:00;07;Montag;03;1623;7;3.5;66;23;2;0;0;0
2046;30.03.2015;08:00:00;08;Montag;03;3370;8;5;66;20.5;3;0;0;0
2047;30.03.2015;09:00:00;09;Montag;03;1650;8;4;59.5;25;3;0;0;0
2048;30.03.2015;10:00:00;10;Montag;03;782;9.5;6;52;29;2;0;0;0
2049;30.03.2015;11:00:00;11;Montag;03;747;9.5;6.5;48.5;25;2;0;0;0
2050;30.03.2015;12:00:00;12;Montag;03;1101;10.5;9;45.5;24;2;0;0;0
2051;30.03.2015;13:00:00;13;Montag;03;1119;11;11;41;23;1;0;0;0
2052;30.03.2015;14:00:00;14;Montag;03;1053;11.5;11.5;35;22;1;0;0;0
2053;30.03.2015;15:00:00;15;Montag;03;1044;11.5;11.5;42.5;28.5;2;0;0;0
2054;30.03.2015;16:00:00;16;Montag;03;1370;11;11;45.5;29.5;2;0;0;0
2055;30.03.2015;17:00:00;17;Montag;03;2558;10;7;60;24;7;0;0;0
2056;30.03.2015;18:00:00;18;Montag;03;1868;10;7;69;20;7;0;0;0
2057;30.03.2015;19:00:00;19;Montag;03;1163;9.5;7;79;18;7;0;0;0
2058;30.03.2015;20:00:00;20;Montag;03;769;11;11;82;24;3;0;0;0
2059;30.03.2015;21:00:00;21;Montag;03;461;11.5;11.5;88;31;7;0;0;0
2060;30.03.2015;22:00:00;22;Montag;03;376;12;12;88;37;4;0;0;0
2061;30.03.2015;23:00:00;23;Montag;03;215;12.5;12.5;85;40;3;0;0;0
2062;31.03.2015;00:00:00;00;Dienstag;03;48;13;13;82;42.5;3;0;0;0
2063;31.03.2015;01:00:00;01;Dienstag;03;21;13;13;77;46;3;0;0;0
2064;31.03.2015;06:00:00;06;Dienstag;03;459;11;11;62;43;2;0;0;0
2065;31.03.2015;07:00:00;07;Dienstag;03;1635;11;11;58;48;3;0;0;0
2066;31.03.2015;08:00:00;08;Dienstag;03;3297;11;11;58;46;3;0;0;0
2067;31.03.2015;09:00:00;09;Dienstag;03;1716;11;11;58;44.5;2;0;0;0
2068;31.03.2015;10:00:00;10;Dienstag;03;872;11;11;50;45.5;2;0;0;0
2069;31.03.2015;11:00:00;11;Dienstag;03;737;12;12;42.5;48;2;0;0;0
2070;31.03.2015;12:00:00;12;Dienstag;03;963;12;12;44;47.5;1;0;0;0
2071;31.03.2015;13:00:00;13;Dienstag;03;974;13;13;41;46.5;1;0;0;0
2072;31.03.2015;14:00:00;14;Dienstag;03;894;13;13;39.5;48;1;0;0;0
2073;31.03.2015;15:00:00;15;Dienstag;03;992;12.5;12.5;44;47;1;0;0;0
2074;31.03.2015;16:00:00;16;Dienstag;03;1271;11;8.5;54.5;42.5;7;0;0;0
2075;31.03.2015;17:00:00;17;Dienstag;03;2476;11;11;48.5;44.5;7;0;0;0
2076;31.03.2015;18:00:00;18;Dienstag;03;2623;11;11;47;42.5;7;0;0;0
2077;31.03.2015;19:00:00;19;Dienstag;03;1556;8.5;4.5;64;31.5;7;0;0;0
2078;31.03.2015;20:00:00;20;Dienstag;03;778;8;4;64;30.5;7;0;0;0
2079;31.03.2015;21:00:00;21;Dienstag;03;559;8;4;57;26;3;0;0;0
2080;31.03.2015;22:00:00;22;Dienstag;03;445;8;3.5;55;35;2;0;0;0
2081;31.03.2015;23:00:00;23;Dienstag;03;286;8;4;57;33;1;0;0;0
2082;01.04.2015;00:00:00;00;Mittwoch;04;155;7;3;57;29;1;0;0;0
2083;01.04.2015;01:00:00;01;Mittwoch;04;98;7;2;61;34;1;0;0;0
2084;01.04.2015;02:00:00;02;Mittwoch;04;46;6.5;1.5;61.5;35;1;0;0;0
2085;01.04.2015;03:00:00;03;Mittwoch;04;30;6;1;61;31.5;1;0;0;0
2086;01.04.2015;04:00:00;04;Mittwoch;04;36;6;1;61;33;1;0;0;0
2087;01.04.2015;05:00:00;05;Mittwoch;04;65;6;1;61;34;1;0;0;0
2088;01.04.2015;06:00:00;06;Mittwoch;04;512;6;1;61;34;1;0;0;0
2089;01.04.2015;07:00:00;07;Mittwoch;04;1703;6;1;61;33;1;0;0;0
2090;01.04.2015;08:00:00;08;Mittwoch;04;3473;7;2;57;34;1;0;0;0
2091;01.04.2015;09:00:00;09;Mittwoch;04;1797;8.5;4.5;55.5;31.5;2;0;0;0
2092;01.04.2015;10:00:00;10;Mittwoch;04;903;9.5;5.5;50.5;33;2;0;0;0
2093;01.04.2015;11:00:00;11;Mittwoch;04;796;9.5;5.5;50;38;2;0;0;0
2094;01.04.2015;12:00:00;12;Mittwoch;04;1094;10;6;48.5;38;2;0;0;0
2095;01.04.2015;13:00:00;13;Mittwoch;04;1013;11;11;47;37;2;0;0;0
2096;01.04.2015;14:00:00;14;Mittwoch;04;942;11.5;11.5;47;32.5;2;0;0;0
2097;01.04.2015;15:00:00;15;Mittwoch;04;991;11;11;48.5;30.5;2;0;0;0
2098;01.04.2015;16:00:00;16;Mittwoch;04;1471;10.5;8.5;50.5;33;2;0;0;0
2099;01.04.2015;17:00:00;17;Mittwoch;04;2501;10;6.5;60;30.5;2;0;0;0
2100;01.04.2015;18:00:00;18;Mittwoch;04;2543;10;6.5;60;29.5;2;0;0;0
2101;01.04.2015;19:00:00;19;Mittwoch;04;1462;10;7;62;30;2;0;0;0
2102;01.04.2015;20:00:00;20;Mittwoch;04;874;10;7;62;28;2;0;0;0
2103;01.04.2015;21:00:00;21;Mittwoch;04;529;9;5;73.5;28;7;0;0;0
2104;01.04.2015;22:00:00;22;Mittwoch;04;328;8;4.5;87;23;7;0;0;0
2105;01.04.2015;23:00:00;23;Mittwoch;04;177;8;5;93;21;26;0;0;0
2106;02.04.2015;00:00:00;00;Donnerstag;04;104;8.5;4.5;90;32;7;0;0;0
2107;02.04.2015;01:00:00;01;Donnerstag;04;76;9.5;5.5;91;31;7;0;0;0
2108;02.04.2015;02:00:00;02;Donnerstag;04;55;10;6.5;88;29.5;4;0;0;0
2109;02.04.2015;03:00:00;03;Donnerstag;04;23;10;6.5;85;30.5;7;0;0;0
2110;02.04.2015;04:00:00;04;Donnerstag;04;27;8;5;90;18.5;7;0;0;0
2111;02.04.2015;05:00:00;05;Donnerstag;04;61;7;4;93;17.5;7;0;0;0
2112;02.04.2015;06:00:00;06;Donnerstag;04;374;7;4.5;90;14;7;0;0;0
2113;02.04.2015;07:00:00;07;Donnerstag;04;1283;7;5;81;10;2;0;0;0
2114;02.04.2015;08:00:00;08;Donnerstag;04;2813;7;4.5;78.5;14;2;0;0;0
2115;02.04.2015;09:00:00;09;Donnerstag;04;1521;7;4.5;76;12;2;0;0;0
2116;02.04.2015;10:00:00;10;Donnerstag;04;847;8;6;62;12;2;0;0;0
2117;02.04.2015;11:00:00;11;Donnerstag;04;804;8;6;53;12;2;0;0;0
2118;02.04.2015;12:00:00;12;Donnerstag;04;1010;8;6;53;11;2;0;0;0
2119;02.04.2015;13:00:00;13;Donnerstag;04;1062;9.5;9;46.5;6.5;1;0;0;0
2120;02.04.2015;14:00:00;14;Donnerstag;04;1103;10;8.5;43;9;1;0;0;0
2121;02.04.2015;15:00:00;15;Donnerstag;04;1279;11;11;42.5;10;1;0;0;0
2122;02.04.2015;16:00:00;16;Donnerstag;04;1779;11.5;11.5;42.5;7;1;0;0;0
2123;02.04.2015;17:00:00;17;Donnerstag;04;2679;11.5;11.5;42.5;10;1;0;0;0
2124;02.04.2015;18:00:00;18;Donnerstag;04;2214;11;11;39.5;10;1;0;0;0
2125;02.04.2015;19:00:00;19;Donnerstag;04;1374;11;11;41;9;1;0;0;0
2126;02.04.2015;20:00:00;20;Donnerstag;04;815;10;8.5;48.5;9;1;0;0;0
2127;02.04.2015;21:00:00;21;Donnerstag;04;545;9.5;7.5;71.5;14;1;0;0;0
2128;02.04.2015;22:00:00;22;Donnerstag;04;489;9;6.5;71;16;2;0;0;0
2129;02.04.2015;23:00:00;23;Donnerstag;04;345;8.5;6.5;73.5;11;7;0;0;0
2130;03.04.2015;00:00:00;00;Freitag;04;279;8;6;82;10;7;1;0;0
2131;03.04.2015;01:00:00;01;Freitag;04;174;8;5.5;79;14;7;1;0;0
2132;03.04.2015;02:00:00;02;Freitag;04;89;7.5;5.5;84.5;12;7;1;0;0
2133;03.04.2015;03:00:00;03;Freitag;04;61;7;5;87;11;7;1;0;0
2134;03.04.2015;04:00:00;04;Freitag;04;46;7;6;93;6;7;1;0;0
2135;03.04.2015;05:00:00;05;Freitag;04;75;6.5;4.5;93;8;7;1;0;0
2136;03.04.2015;06:00:00;06;Freitag;04;78;7;5.5;90;7.5;7;1;0;0
2137;03.04.2015;07:00:00;07;Freitag;04;107;7;6;93;7;26;1;0;0
2138;03.04.2015;08:00:00;08;Freitag;04;196;7.5;7.5;93;4;3;1;0;0
2139;03.04.2015;09:00:00;09;Freitag;04;423;8.5;7.5;93.5;6;3;1;0;0
2140;03.04.2015;10:00:00;10;Freitag;04;580;9.5;8.5;91;7;3;1;0;0
2141;03.04.2015;11:00:00;11;Freitag;04;809;10;10;88;5;3;1;0;0
2142;03.04.2015;12:00:00;12;Freitag;04;1055;11.5;11.5;82.5;5;3;1;0;0
2143;03.04.2015;13:00:00;13;Freitag;04;1148;12;12;79.5;6.5;3;1;0;0
2144;03.04.2015;14:00:00;14;Freitag;04;1299;12;12;79.5;6.5;3;1;0;0
2145;03.04.2015;15:00:00;15;Freitag;04;1404;12;12;77;7;3;1;0;0
2146;03.04.2015;16:00:00;16;Freitag;04;959;12;12;79.5;8;7;1;0;0
2147;03.04.2015;17:00:00;17;Freitag;04;400;11.5;11.5;85;8;7;1;0;0
2148;03.04.2015;18:00:00;18;Freitag;04;416;11;11;94;11;7;1;0;0
2149;03.04.2015;19:00:00;19;Freitag;04;502;11;11;94;9;7;1;0;0
2150;03.04.2015;20:00:00;20;Freitag;04;398;10;9;94;9;3;1;0;0
2151;03.04.2015;21:00:00;21;Freitag;04;262;10;9;94;9;7;1;0;0
2152;03.04.2015;22:00:00;22;Freitag;04;283;9.5;9;97;6.5;7;1;0;0
2153;03.04.2015;23:00:00;23;Freitag;04;255;9.5;8.5;91;7;4;1;0;0
2154;04.04.2015;00:00:00;00;Samstag;04;236;9;9;94;2;7;0;1;0
2155;04.04.2015;01:00:00;01;Samstag;04;175;10;10;94;3;7;0;1;0
2156;04.04.2015;02:00:00;02;Samstag;04;119;10;9;88;7;7;0;1;0
2157;04.04.2015;03:00:00;03;Samstag;04;108;9;7.5;97;8.5;7;0;1;0
2158;04.04.2015;04:00:00;04;Samstag;04;91;9;6.5;93.5;15;7;0;1;0
2159;04.04.2015;05:00:00;05;Samstag;04;73;9;7.5;82;11;3;0;1;0
2160;04.04.2015;06:00:00;06;Samstag;04;89;9;6.5;82;15;3;0;1;0
2161;04.04.2015;07:00:00;07;Samstag;04;119;9;6;79;21;3;0;1;0
2162;04.04.2015;08:00:00;08;Samstag;04;260;9;7;82;15;3;0;1;0
2163;04.04.2015;09:00:00;09;Samstag;04;478;8.5;6;81.5;18.5;3;0;1;0
2164;04.04.2015;11:00:00;11;Samstag;04;894;8.5;5.5;84.5;17;3;0;1;0
2165;04.04.2015;12:00:00;12;Samstag;04;1033;9;6;71;19;3;0;1;0
2166;04.04.2015;13:00:00;13;Samstag;04;1054;9;6;71;19;3;0;1;0
2167;04.04.2015;14:00:00;14;Samstag;04;1108;8.5;5.5;68.5;19.5;3;0;1;0
2168;04.04.2015;15:00:00;15;Samstag;04;1209;8.5;5.5;68.5;18.5;4;0;1;0
2169;04.04.2015;16:00:00;16;Samstag;04;1245;9;6.5;66;16;4;0;1;0
2170;04.04.2015;17:00:00;17;Samstag;04;1086;9;7;66;13;4;0;1;0
2171;04.04.2015;18:00:00;18;Samstag;04;1057;9;7;66;11;4;0;1;0
2172;04.04.2015;19:00:00;19;Samstag;04;786;9;7.5;66;10;4;0;1;0
2173;04.04.2015;20:00:00;20;Samstag;04;515;9;8;66;7;1;0;1;0
2174;04.04.2015;21:00:00;21;Samstag;04;420;8;7;71;6;1;0;1;0
2175;04.04.2015;22:00:00;22;Samstag;04;375;8;7.5;73.5;5;4;0;1;0
2176;04.04.2015;23:00:00;23;Samstag;04;334;8;7.5;76;5;4;0;1;0
2177;05.04.2015;00:00:00;00;Sonntag;04;286;7.5;7.5;78.5;4;2;0;1;0
2178;05.04.2015;01:00:00;01;Sonntag;04;212;7;7;81;4;4;0;1;0
2179;05.04.2015;02:00:00;02;Sonntag;04;195;7;7;81;2;4;0;1;0
2180;05.04.2015;03:00:00;03;Sonntag;04;162;7;7;81;4;7;0;1;0
2181;05.04.2015;04:00:00;04;Sonntag;04;88;7;7;81;4;7;0;1;0
2182;05.04.2015;05:00:00;05;Sonntag;04;71;7;7;84;2;7;0;1;0
2183;05.04.2015;06:00:00;06;Sonntag;04;75;7;7;84;2;7;0;1;0
2184;05.04.2015;07:00:00;07;Sonntag;04;121;7;7;87;0;3;0;1;0
2185;05.04.2015;08:00:00;08;Sonntag;04;206;7.5;7;84.5;3;3;0;1;0
2186;05.04.2015;09:00:00;09;Sonntag;04;454;8.5;8;76;6.5;4;0;1;0
2187;05.04.2015;10:00:00;10;Sonntag;04;821;9;7;71;11;3;0;1;0
2188;05.04.2015;11:00:00;11;Sonntag;04;1075;10.5;10;64.5;8;3;0;1;0
2189;05.04.2015;12:00:00;12;Sonntag;04;1496;10;8;64.5;12;3;0;1;0
2190;05.04.2015;13:00:00;13;Sonntag;04;1696;11;11;58;11;3;0;1;0
2191;05.04.2015;14:00:00;14;Sonntag;04;1805;11.5;11.5;56;11;2;0;1;0
2192;05.04.2015;15:00:00;15;Sonntag;04;1981;11.5;11.5;56;11;2;0;1;0
2193;05.04.2015;16:00:00;16;Sonntag;04;2156;12;12;54;11;2;0;1;0
2194;05.04.2015;17:00:00;17;Sonntag;04;1961;11;11;62;11;2;0;1;0
2195;05.04.2015;18:00:00;18;Sonntag;04;1558;11;11;62;10;3;0;1;0
2196;05.04.2015;19:00:00;19;Sonntag;04;1174;10;8;67;13;3;0;1;0
2197;05.04.2015;20:00:00;20;Sonntag;04;634;8.5;6.5;68.5;10;2;0;1;0
2198;05.04.2015;21:00:00;21;Sonntag;04;424;7.5;5.5;68.5;10;1;0;1;0
2199;05.04.2015;22:00:00;22;Sonntag;04;413;8;7;66;6;1;0;1;0
2200;05.04.2015;23:00:00;23;Sonntag;04;305;7;7;71;2;1;0;1;0
2201;06.04.2015;00:00:00;00;Montag;04;263;6.5;5.5;76;6;1;1;0;0
2202;06.04.2015;01:00:00;01;Montag;04;177;6.5;5.5;73.5;6;1;1;0;0
2203;06.04.2015;02:00:00;02;Montag;04;116;6;4.5;76;6.5;1;1;0;0
2204;06.04.2015;03:00:00;03;Montag;04;83;6;4;76;7;1;1;0;0
2205;06.04.2015;04:00:00;04;Montag;04;58;6;4;78.5;9;1;1;0;0
2206;06.04.2015;05:00:00;05;Montag;04;51;5.5;3.5;84;10;1;1;0;0
2207;06.04.2015;06:00:00;06;Montag;04;72;5;2;87;13;2;1;0;0
2208;06.04.2015;07:00:00;07;Montag;04;161;5.5;3;90;12;3;1;0;0
2209;06.04.2015;08:00:00;08;Montag;04;274;7.5;5.5;84.5;12;2;1;0;0
2210;06.04.2015;09:00:00;09;Montag;04;567;10;9.5;74;10;1;1;0;0
2211;06.04.2015;10:00:00;10;Montag;04;1061;12.5;12.5;69.5;9;1;1;0;0
2212;06.04.2015;11:00:00;11;Montag;04;1807;14.5;14.5;57;14;2;1;0;0
2213;06.04.2015;12:00:00;12;Montag;04;2521;15.5;15.5;55.5;22;2;1;0;0
2214;06.04.2015;13:00:00;13;Montag;04;2840;15;15;61;20;2;1;0;0
2215;06.04.2015;14:00:00;14;Montag;04;2993;14;14;67;16;2;1;0;0
2216;06.04.2015;15:00:00;15;Montag;04;3000;13.5;13.5;69.5;18;3;1;0;0
2217;06.04.2015;16:00:00;16;Montag;04;2723;10.5;9;76.5;21;3;1;0;0
2218;06.04.2015;17:00:00;17;Montag;04;2265;10;8;73.5;17;3;1;0;0
2219;06.04.2015;18:00:00;18;Montag;04;1652;10;8;67;16;3;1;0;0
2220;06.04.2015;19:00:00;19;Montag;04;1090;9;7;71;14;3;1;0;0
2221;06.04.2015;20:00:00;20;Montag;04;656;9;7;71;15;3;1;0;0
2222;06.04.2015;21:00:00;21;Montag;04;393;8.5;5.5;73.5;17;4;1;0;0
2223;06.04.2015;22:00:00;22;Montag;04;381;8;5;76;16;4;1;0;0
2224;06.04.2015;23:00:00;23;Montag;04;235;7.5;5;78.5;14;3;1;0;0
2225;07.04.2015;00:00:00;00;Dienstag;04;144;6.5;4.5;78.5;12;1;0;0;0
2226;07.04.2015;01:00:00;01;Dienstag;04;86;6;5;81;5.5;1;0;0;0
2227;07.04.2015;02:00:00;02;Dienstag;04;35;6;6;81;2;1;0;0;0
2228;07.04.2015;03:00:00;03;Dienstag;04;39;5;5;87;4;1;0;0;0
2229;07.04.2015;04:00:00;04;Dienstag;04;30;5.5;5.5;84;2;1;0;0;0
