instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
3298;2015-05-21;17:00:00;17;Donnerstag;5;3810;20;20;30;20.5;1;0;0;0
3299;2015-05-21;18:00:00;18;Donnerstag;5;3764;19.5;19.5;27;19.5;1;0;0;0
3300;2015-05-21;19:00:00;19;Donnerstag;5;2290;19;19;32;18;1;0;0;0
3301;2015-05-21;20:00:00;20;Donnerstag;5;1640;17.5;17.5;38;19.5;1;0;0;0
3302;2015-05-21;21:00:00;21;Donnerstag;5;1097;16.5;16.5;40.5;16;1;0;0;0
3303;2015-05-21;22:00:00;22;Donnerstag;5;841;15.5;15.5;48;17;1;0;0;0
3304;2015-05-21;23:00:00;23;Donnerstag;5;604;15;15;49.5;20.5;1;0;0;0
3305;2015-05-22;00:00:00;0;Freitag;5;357;13.5;13.5;59;18.5;1;0;0;0
3306;2015-05-22;01:00:00;1;Freitag;5;189;12.5;12.5;65;17;1;0;0;0
3307;2015-05-22;02:00:00;2;Freitag;5;94;11.5;11.5;74.5;15;1;0;0;0
3308;2015-05-22;03:00:00;3;Freitag;5;84;10.5;9.5;79.5;12;1;0;0;0
3309;2015-05-22;04:00:00;4;Freitag;5;68;10;8;82;14;1;0;0;0
3310;2015-05-22;05:00:00;5;Freitag;5;147;10;8;82;14;1;0;0;0
3311;2015-05-22;06:00:00;6;Freitag;5;632;10;8;82;13;1;0;0;0
3312;2015-05-22;07:00:00;7;Freitag;5;1970;11;11;77;13;1;0;0;0
3313;2015-05-22;08:00:00;8;Freitag;5;3966;13;13;67.5;13;1;0;0;0
3314;2015-05-22;09:00:00;9;Freitag;5;2311;14.5;14.5;61;12;1;0;0;0
3315;2015-05-22;10:00:00;10;Freitag;5;1283;16.5;16.5;53.5;14;1;0;0;0
3316;2015-05-22;11:00:00;11;Freitag;5;1224;19;19;49;15;1;0;0;0
3317;2015-05-22;12:00:00;12;Freitag;5;1588;19.5;19.5;49;13;1;0;0;0
3318;2015-05-22;13:00:00;13;Freitag;5;1592;19;19;58;22;3;0;0;0
3319;2015-05-22;14:00:00;14;Freitag;5;1480;18.5;18.5;64;19;3;0;0;0
3320;2015-05-22;15:00:00;15;Freitag;5;1709;18;18;64;17;3;0;0;0
3321;2015-05-22;16:00:00;16;Freitag;5;2309;18.5;18.5;62;14;3;0;0;0
3322;2015-05-22;17:00:00;17;Freitag;5;3545;19;19;60;10;3;0;0;0
3323;2015-05-22;18:00:00;18;Freitag;5;3016;19.5;19.5;58;9.5;3;0;0;0
3324;2015-05-22;19:00:00;19;Freitag;5;1994;19;19;64;13;2;0;0;0
3325;2015-05-22;20:00:00;20;Freitag;5;1331;19;19;64;11;2;0;0;0
3326;2015-05-22;21:00:00;21;Freitag;5;987;18.5;18.5;66;11;3;0;0;0
3327;2015-05-22;22:00:00;22;Freitag;5;801;18;18;68;8;3;0;0;0
3328;2015-05-22;23:00:00;23;Freitag;5;758;18;18;68;10;3;0;0;0
3329;2015-05-23;00:00:00;0;Samstag;5;614;17.5;17.5;75;15;3;0;1;0
3330;2015-05-23;01:00:00;1;Samstag;5;472;16.5;16.5;75;14;7;0;1;0
3331;2015-05-23;02:00:00;2;Samstag;5;274;16;16;77;11;2;0;1;0
3332;2015-05-23;03:00:00;3;Samstag;5;249;16;16;74.5;11;3;0;1;0
3333;2015-05-23;04:00:00;4;Samstag;5;122;15;15;79.5;13;2;0;1;0
3334;2015-05-23;05:00:00;5;Samstag;5;146;14.5;14.5;79.5;14;2;0;1;0
3335;2015-05-23;06:00:00;6;Samstag;5;130;14;14;77;15;3;0;1;0
3336;2015-05-23;07:00:00;7;Samstag;5;291;14.5;14.5;74.5;10;3;0;1;0
3337;2015-05-23;08:00:00;8;Samstag;5;580;15;15;72;17;2;0;1;0
3338;2015-05-23;09:00:00;9;Samstag;5;1075;16;16;70;10;3;0;1;0
3339;2015-05-23;10:00:00;10;Samstag;5;1503;16.5;16.5;70;13;3;0;1;0
3340;2015-05-23;11:00:00;11;Samstag;5;1863;16;16;75;15;3;0;1;0
3341;2015-05-23;12:00:00;12;Samstag;5;1586;13.5;13.5;85;24;7;0;1;0
3342;2015-05-23;13:00:00;13;Samstag;5;924;13.5;13.5;75.5;21;7;0;1;0
3343;2015-05-23;14:00:00;14;Samstag;5;1532;15;15;53.5;20;4;0;1;0
3344;2015-05-23;15:00:00;15;Samstag;5;1823;15;15;48;19.5;4;0;1;0
3345;2015-05-23;16:00:00;16;Samstag;5;2031;15;15;49.5;18;4;0;1;0
3346;2015-05-23;17:00:00;17;Samstag;5;1930;15;15;55;18;3;0;1;0
3347;2015-05-23;18:00:00;18;Samstag;5;1911;14.5;14.5;59;16;3;0;1;0
3348;2015-05-23;19:00:00;19;Samstag;5;1616;14;14;61;16;1;0;1;0
3349;2015-05-23;20:00:00;20;Samstag;5;1210;13;13;63;16;1;0;1;0
3350;2015-05-23;21:00:00;21;Samstag;5;767;12;12;67;14;2;0;1;0
3351;2015-05-23;22:00:00;22;Samstag;5;607;12;12;69.5;11;3;0;1;0
3352;2015-05-23;23:00:00;23;Samstag;5;593;12;12;69.5;9;3;0;1;0
3353;2015-05-24;00:00:00;0;Sonntag;5;578;12;12;67;7;3;0;1;0
3354;2015-05-24;01:00:00;1;Sonntag;5;428;12;12;67;7.5;2;0;1;0
3355;2015-05-24;02:00:00;2;Sonntag;5;343;12;12;65;6.5;2;0;1;0
3356;2015-05-24;03:00:00;3;Sonntag;5;250;12;12;63;6.5;3;0;1;0
3357;2015-05-24;04:00:00;4;Sonntag;5;186;12;12;63;6.5;4;0;1;0
3358;2015-05-24;05:00:00;5;Sonntag;5;135;12.5;12.5;65;8;4;0;1;0
3359;2015-05-24;06:00:00;6;Sonntag;5;127;13;13;63;8;3;0;1;0
3360;2015-05-24;07:00:00;7;Sonntag;5;217;13.5;13.5;65;12;2;0;1;0
3361;2015-05-24;08:00:00;8;Sonntag;5;392;14.5;14.5;61;12;1;0;1;0
3362;2015-05-24;09:00:00;9;Sonntag;5;962;16.5;16.5;57.5;17;1;0;1;0
3363;2015-05-24;10:00:00;10;Sonntag;5;1637;18;18;52;18;1;0;1;0
3364;2015-05-24;11:00:00;11;Sonntag;5;2176;19;19;49;16;1;0;1;0
3365;2015-05-24;12:00:00;12;Sonntag;5;2488;19.5;19.5;47.5;13;1;0;1;0
3366;2015-05-24;13:00:00;13;Sonntag;5;2773;20;20;47.5;14;2;0;1;0
3367;2015-05-24;14:00:00;14;Sonntag;5;2899;20;20;51;17;3;0;1;0
3368;2015-05-24;15:00:00;15;Sonntag;5;2205;18.5;18.5;62;19;7;0;1;0
3369;2015-05-24;16:00:00;16;Sonntag;5;1964;17;17;80.5;14;7;0;1;0
3370;2015-05-24;17:00:00;17;Sonntag;5;2119;17;17;80;11;3;0;1;0
3371;2015-05-24;18:00:00;18;Sonntag;5;2083;17.5;17.5;72.5;9;3;0;1;0
3372;2015-05-24;19:00:00;19;Sonntag;5;2036;18;18;68;12;3;0;1;0
3373;2015-05-24;20:00:00;20;Sonntag;5;1510;18;18;70.5;6.5;2;0;1;0
3374;2015-05-24;21:00:00;21;Sonntag;5;942;16.5;16.5;75;11;2;0;1;0
3375;2015-05-24;22:00:00;22;Sonntag;5;823;15.5;15.5;77;10;3;0;1;0
3376;2015-05-24;23:00:00;23;Sonntag;5;745;14.5;14.5;74.5;14;3;0;1;0
3377;2015-05-25;00:00:00;0;Montag;5;588;13.5;13.5;69.5;14;4;1;0;0
3378;2015-05-25;01:00:00;1;Montag;5;351;12.5;12.5;67;18;4;1;0;0
3379;2015-05-25;02:00:00;2;Montag;5;221;12;12;63;11;4;1;0;0
3380;2015-05-25;03:00:00;3;Montag;5;184;11.5;11.5;62.5;11;2;1;0;0
3381;2015-05-25;04:00:00;4;Montag;5;127;11;11;64.5;11;1;1;0;0
3382;2015-05-25;05:00:00;5;Montag;5;129;11;11;64.5;10;1;1;0;0
3383;2015-05-25;06:00:00;6;Montag;5;151;12;12;60.5;12;1;1;0;0
3384;2015-05-25;07:00:00;7;Montag;5;252;12;12;65;15;2;1;0;0
3385;2015-05-25;08:00:00;8;Montag;5;539;13;13;63;19;2;1;0;0
3386;2015-05-25;09:00:00;9;Montag;5;1029;13;13;63;18;2;1;0;0
3387;2015-05-25;10:00:00;10;Montag;5;1408;13;13;63;18;2;1;0;0
3388;2015-05-25;11:00:00;11;Montag;5;1956;14.5;14.5;57;16;2;1;0;0
3389;2015-05-25;12:00:00;12;Montag;5;2489;15;15;55;15;2;1;0;0
3390;2015-05-25;13:00:00;13;Montag;5;2733;15;15;55;15;2;1;0;0
3391;2015-05-25;14:00:00;14;Montag;5;2738;15.5;15.5;53.5;15;3;1;0;0
3392;2015-05-25;15:00:00;15;Montag;5;2799;15;15;57;14;3;1;0;0
3393;2015-05-25;16:00:00;16;Montag;5;2582;15.5;15.5;55;8;3;1;0;0
3394;2015-05-25;17:00:00;17;Montag;5;2554;16;16;55;11;3;1;0;0
3395;2015-05-25;18:00:00;18;Montag;5;2191;16;16;55;13;2;1;0;0
3396;2015-05-25;19:00:00;19;Montag;5;1597;15;15;59;14;3;1;0;0
3397;2015-05-25;20:00:00;20;Montag;5;1100;15;15;59;15;2;1;0;0
3398;2015-05-25;21:00:00;21;Montag;5;720;15;15;61;18;4;1;0;0
3399;2015-05-25;22:00:00;22;Montag;5;600;14;14;67;8.5;4;1;0;0
3400;2015-05-25;23:00:00;23;Montag;5;464;14;14;67;7;2;1;0;0
3401;2015-05-26;00:00:00;0;Dienstag;5;252;14;14;67;10;1;0;0;0
3402;2015-05-26;01:00:00;1;Dienstag;5;140;13;13;69.5;12;3;0;0;0
3403;2015-05-26;02:00:00;2;Dienstag;5;76;12.5;12.5;69.5;13;1;0;0;0
3404;2015-05-26;03:00:00;3;Dienstag;5;63;12;12;72;10;1;0;0;0
3405;2015-05-26;04:00:00;4;Dienstag;5;64;11;11;79.5;12;1;0;0;0
3406;2015-05-26;05:00:00;5;Dienstag;5;120;11;11;77;14;1;0;0;0
3407;2015-05-26;06:00:00;6;Dienstag;5;625;12;12;72;15;1;0;0;0
3408;2015-05-26;07:00:00;7;Dienstag;5;1941;12;12;72;15;1;0;0;0
3409;2015-05-26;08:00:00;8;Dienstag;5;3972;13;13;67;18;2;0;0;0
3410;2015-05-26;09:00:00;9;Dienstag;5;1958;14;14;63;18;2;0;0;0
3411;2015-05-26;10:00:00;10;Dienstag;5;1207;15;15;55;17;2;0;0;0
3412;2015-05-26;11:00:00;11;Dienstag;5;1210;16;16;52;13;2;0;0;0
3413;2015-05-26;12:00:00;12;Dienstag;5;1566;17;17;49;14;2;0;0;0
3414;2015-05-26;13:00:00;13;Dienstag;5;1575;17;17;49;12;2;0;0;0
3415;2015-05-26;14:00:00;14;Dienstag;5;1622;18;18;49;18.5;3;0;0;0
3416;2015-05-26;15:00:00;15;Dienstag;5;1804;18;18;47.5;15;3;0;0;0
3417;2015-05-26;16:00:00;16;Dienstag;5;2206;18;18;47.5;15;2;0;0;0
3418;2015-05-26;17:00:00;17;Dienstag;5;4018;18.5;18.5;47.5;16;1;0;0;0
3419;2015-05-26;18:00:00;18;Dienstag;5;3960;18;18;47.5;18;1;0;0;0
3420;2015-05-26;19:00:00;19;Dienstag;5;2521;17.5;17.5;52.5;16;1;0;0;0
3421;2015-05-26;20:00:00;20;Dienstag;5;1637;16.5;16.5;55.5;18;1;0;0;0
3422;2015-05-26;21:00:00;21;Dienstag;5;1127;15.5;15.5;57;17;1;0;0;0
3423;2015-05-26;22:00:00;22;Dienstag;5;708;14.5;14.5;61;13;1;0;0;0
3424;2015-05-26;23:00:00;23;Dienstag;5;437;14;14;63;11;1;0;0;0
3425;2015-05-27;00:00:00;0;Mittwoch;5;222;12.5;12.5;67;15;1;0;0;0
3426;2015-05-27;01:00:00;1;Mittwoch;5;120;11.5;11.5;67;13;1;0;0;0
3427;2015-05-27;02:00:00;2;Mittwoch;5;99;11;11;67;14;1;0;0;0
3428;2015-05-27;03:00:00;3;Mittwoch;5;72;10.5;9.5;69;14;1;0;0;0
3429;2015-05-27;04:00:00;4;Mittwoch;5;57;10;9;71;9;1;0;0;0
3430;2015-05-27;05:00:00;5;Mittwoch;5;118;10;8;71;13;1;0;0;0
3431;2015-05-27;06:00:00;6;Mittwoch;5;735;10;8;71;16;1;0;0;0
3432;2015-05-27;07:00:00;7;Mittwoch;5;2279;11;11;67;16;1;0;0;0
3433;2015-05-27;08:00:00;8;Mittwoch;5;4348;11.5;11.5;65;12;2;0;0;0
3434;2015-05-27;09:00:00;9;Mittwoch;5;2330;13.5;13.5;57;7;2;0;0;0
3435;2015-05-27;10:00:00;10;Mittwoch;5;1202;14.5;14.5;51;8;2;0;0;0
3436;2015-05-27;11:00:00;11;Mittwoch;5;1248;16.5;16.5;43.5;11;1;0;0;0
3437;2015-05-27;12:00:00;12;Mittwoch;5;1548;18;18;40;13;1;0;0;0
3438;2015-05-27;13:00:00;13;Mittwoch;5;1659;18.5;18.5;38.5;14;1;0;0;0
3439;2015-05-27;14:00:00;14;Mittwoch;5;1693;20;20;38;16;1;0;0;0
3440;2015-05-27;15:00:00;15;Mittwoch;5;1919;20.5;20.5;38;19.5;1;0;0;0
3441;2015-05-27;16:00:00;16;Mittwoch;5;2443;20.5;20.5;39;23;1;0;0;0
3442;2015-05-27;17:00:00;17;Mittwoch;5;4118;19.5;19.5;46;25;2;0;0;0
3443;2015-05-27;18:00:00;18;Mittwoch;5;4010;18;18;50.5;27;1;0;0;0
3444;2015-05-27;19:00:00;19;Mittwoch;5;2404;17;17;49;26;1;0;0;0
3445;2015-05-27;20:00:00;20;Mittwoch;5;1496;16;16;57;24;1;0;0;0
3446;2015-05-27;21:00:00;21;Mittwoch;5;990;15.5;15.5;61;19.5;7;0;0;0
3447;2015-05-27;22:00:00;22;Mittwoch;5;792;15;15;61;19.5;2;0;0;0
3448;2015-05-27;23:00:00;23;Mittwoch;5;505;14;14;69.5;26;3;0;0;0
3449;2015-05-28;00:00:00;0;Donnerstag;5;237;14;14;69.5;23;3;0;0;0
3450;2015-05-28;01:00:00;1;Donnerstag;5;146;13;13;63;28;2;0;0;0
3451;2015-05-28;02:00:00;2;Donnerstag;5;82;13;13;65;26;3;0;0;0
3452;2015-05-28;03:00:00;3;Donnerstag;5;63;13;13;69.5;22;3;0;0;0
3453;2015-05-28;04:00:00;4;Donnerstag;5;47;13;13;72;20;4;0;0;0
3454;2015-05-28;05:00:00;5;Donnerstag;5;126;13;13;74.5;20;3;0;0;0
3455;2015-05-28;06:00:00;6;Donnerstag;5;699;13;13;77;24;2;0;0;0
3456;2015-05-28;07:00:00;7;Donnerstag;5;2128;13.5;13.5;59;26;2;0;0;0
3457;2015-05-28;08:00:00;8;Donnerstag;5;4302;14.5;14.5;48;25;2;0;0;0
3458;2015-05-28;09:00:00;9;Donnerstag;5;2266;15.5;15.5;43.5;26;2;0;0;0
3459;2015-05-28;10:00:00;10;Donnerstag;5;1270;15;15;45;25;2;0;0;0
3460;2015-05-28;11:00:00;11;Donnerstag;5;1206;16.5;16.5;38;28;1;0;0;0
3461;2015-05-28;12:00:00;12;Donnerstag;5;1562;17.5;17.5;34;24;1;0;0;0
3462;2015-05-28;13:00:00;13;Donnerstag;5;1615;17;17;35.5;23;1;0;0;0
3463;2015-05-28;14:00:00;14;Donnerstag;5;1485;17;17;35.5;25;1;0;0;0
3464;2015-05-28;15:00:00;15;Donnerstag;5;1623;17.5;17.5;34.5;25;1;0;0;0
3465;2015-05-28;16:00:00;16;Donnerstag;5;2057;17;17;34;21;1;0;0;0
3466;2015-05-28;17:00:00;17;Donnerstag;5;3630;17;17;34;22;1;0;0;0
3467;2015-05-28;18:00:00;18;Donnerstag;5;3580;17;17;37;22.5;1;0;0;0
3468;2015-05-28;19:00:00;19;Donnerstag;5;2332;16;16;39;21;1;0;0;0
3469;2015-05-28;20:00:00;20;Donnerstag;5;1517;16;16;40.5;20;1;0;0;0
3470;2015-05-28;21:00:00;21;Donnerstag;5;1054;15;15;46.5;20.5;2;0;0;0
3471;2015-05-28;22:00:00;22;Donnerstag;5;771;14;14;51;20.5;2;0;0;0
3472;2015-05-28;23:00:00;23;Donnerstag;5;589;13;13;53;19.5;1;0;0;0
3473;2015-05-29;00:00:00;0;Freitag;5;350;12.5;12.5;56.5;16;1;0;0;0
3474;2015-05-29;01:00:00;1;Freitag;5;258;11.5;11.5;60;16;1;0;0;0
3475;2015-05-29;02:00:00;2;Freitag;5;151;11;11;67;17;1;0;0;0
3476;2015-05-29;03:00:00;3;Freitag;5;79;11;11;67;17;1;0;0;0
3477;2015-05-29;04:00:00;4;Freitag;5;83;11;11;72;16;1;0;0;0
3478;2015-05-29;05:00:00;5;Freitag;5;121;11;11;69.5;19.5;1;0;0;0
3479;2015-05-29;06:00:00;6;Freitag;5;578;11;11;67;19;2;0;0;0
3480;2015-05-29;07:00:00;7;Freitag;5;1845;11.5;11.5;69.5;18;2;0;0;0
3481;2015-05-29;08:00:00;8;Freitag;5;3904;12.5;12.5;65;19.5;2;0;0;0
3482;2015-05-29;09:00:00;9;Freitag;5;2077;13.5;13.5;57;28;3;0;0;0
3483;2015-05-29;10:00:00;10;Freitag;5;717;13.5;13.5;59;26;7;0;0;0
3484;2015-05-29;11:00:00;11;Freitag;5;367;12.5;12.5;77;24;7;0;0;0
3485;2015-05-29;12:00:00;12;Freitag;5;429;12;12;85;27;7;0;0;0
3486;2015-05-29;13:00:00;13;Freitag;5;800;12;12;77;30.5;2;0;0;0
3487;2015-05-29;14:00:00;14;Freitag;5;940;12;12;77;26;2;0;0;0
3488;2015-05-29;15:00:00;15;Freitag;5;1145;13.5;13.5;69.5;26;2;0;0;0
3489;2015-05-29;16:00:00;16;Freitag;5;1590;13.5;13.5;61;27;2;0;0;0
3490;2015-05-29;17:00:00;17;Freitag;5;2867;14;14;57;26;2;0;0;0
3491;2015-05-29;18:00:00;18;Freitag;5;2737;14;14;51;26.5;2;0;0;0
3492;2015-05-29;19:00:00;19;Freitag;5;1775;13.5;13.5;55;27;2;0;0;0
3493;2015-05-29;20:00:00;20;Freitag;5;1190;13;13;55;24;2;0;0;0
3494;2015-05-29;21:00:00;21;Freitag;5;783;13;13;53;18;2;0;0;0
3495;2015-05-29;22:00:00;22;Freitag;5;671;12;12;54;17;1;0;0;0
3496;2015-05-29;23:00:00;23;Freitag;5;566;12;12;56;22;1;0;0;0
3497;2015-05-30;00:00:00;0;Samstag;5;468;11.5;11.5;58;17.5;1;0;1;0
3498;2015-05-30;01:00:00;1;Samstag;5;373;9.5;7.5;66.5;14;1;0;1;0
3499;2015-05-30;02:00:00;2;Samstag;5;258;9;6;73.5;19;1;0;1;0
3500;2015-05-30;03:00:00;3;Samstag;5;188;9;6;76;19.5;1;0;1;0
3501;2015-05-30;04:00:00;4;Samstag;5;119;8;5;84.5;18;1;0;1;0
3502;2015-05-30;05:00:00;5;Samstag;5;107;9;6;82;17;1;0;1;0
3503;2015-05-30;06:00:00;6;Samstag;5;121;9.5;7.5;79;15;1;0;1;0
3504;2015-05-30;07:00:00;7;Samstag;5;287;11.5;11.5;69.5;17;1;0;1;0
3505;2015-05-30;08:00:00;8;Samstag;5;574;13;13;59;17;2;0;1;0
3506;2015-05-30;09:00:00;9;Samstag;5;1031;13;13;59;18.5;2;0;1;0
3507;2015-05-30;10:00:00;10;Samstag;5;1525;15;15;46.5;19.5;2;0;1;0
3508;2015-05-30;11:00:00;11;Samstag;5;1809;15;15;41.5;18.5;2;0;1;0
3509;2015-05-30;12:00:00;12;Samstag;5;2217;15.5;15.5;40.5;17;2;0;1;0
3510;2015-05-30;13:00:00;13;Samstag;5;2517;15.5;15.5;40.5;17;1;0;1;0
3511;2015-05-30;14:00:00;14;Samstag;5;2579;16;16;36;16.5;1;0;1;0
3512;2015-05-30;15:00:00;15;Samstag;5;2715;17;17;37;17.5;1;0;1;0
3513;2015-05-30;16:00:00;16;Samstag;5;2707;17.5;17.5;35.5;21;1;0;1;0
3514;2015-05-30;17:00:00;17;Samstag;5;2547;17.5;17.5;43;19.5;1;0;1;0
3515;2015-05-30;18:00:00;18;Samstag;5;2073;16;16;52;22;2;0;1;0
3516;2015-05-30;19:00:00;19;Samstag;5;1654;15;15;51.5;23;1;0;1;0
3517;2015-05-30;20:00:00;20;Samstag;5;1166;14;14;51;20;1;0;1;0
3518;2015-05-30;21:00:00;21;Samstag;5;812;13;13;63;18;1;0;1;0
3519;2015-05-30;22:00:00;22;Samstag;5;723;12;12;69.5;15;1;0;1;0
3520;2015-05-30;23:00:00;23;Samstag;5;636;12;12;72;11;3;0;1;0
3521;2015-05-31;00:00:00;0;Sonntag;5;601;12;12;74.5;11;3;0;1;0
3522;2015-05-31;01:00:00;1;Sonntag;5;345;12;12;79.5;14;7;0;1;0
3523;2015-05-31;02:00:00;2;Sonntag;5;240;11;11;88;12;7;0;1;0
3524;2015-05-31;03:00:00;3;Sonntag;5;167;11.5;11.5;85;15;7;0;1;0
3525;2015-05-31;04:00:00;4;Sonntag;5;79;12;12;88;15;7;0;1;0
3526;2015-05-31;05:00:00;5;Sonntag;5;56;13;13;88;16;7;0;1;0
3527;2015-05-31;06:00:00;6;Sonntag;5;81;13.5;13.5;91;23.5;7;0;1;0
3528;2015-05-31;07:00:00;7;Sonntag;5;151;14;14;88;23;7;0;1;0
3529;2015-05-31;08:00:00;8;Sonntag;5;272;14.5;14.5;85;26;3;0;1;0
3530;2015-05-31;09:00:00;9;Sonntag;5;549;15;15;82;26;3;0;1;0
3531;2015-05-31;10:00:00;10;Sonntag;5;551;15;15;88;24;7;0;1;0
3532;2015-05-31;11:00:00;11;Sonntag;5;783;15.5;15.5;85.5;21;7;0;1;0
3533;2015-05-31;12:00:00;12;Sonntag;5;909;16;16;83;22;3;0;1;0
3534;2015-05-31;13:00:00;13;Sonntag;5;695;15.5;15.5;82.5;24;7;0;1;0
3535;2015-05-31;14:00:00;14;Sonntag;5;1042;16;16;77.5;25.5;3;0;1;0
3536;2015-05-31;15:00:00;15;Sonntag;5;1219;16;16;65.5;31.5;3;0;1;0
3537;2015-05-31;16:00:00;16;Sonntag;5;1337;16;16;59;26;3;0;1;0
3538;2015-05-31;17:00:00;17;Sonntag;5;1372;15;15;59;30.5;3;0;1;0
3539;2015-05-31;18:00:00;18;Sonntag;5;1302;14.5;14.5;57;29;2;0;1;0
3540;2015-05-31;19:00:00;19;Sonntag;5;1082;14.5;14.5;48;31;2;0;1;0
3541;2015-05-31;20:00:00;20;Sonntag;5;821;13.5;13.5;42.5;27.5;1;0;1;0
3542;2015-05-31;21:00:00;21;Sonntag;5;581;13;13;47;21;1;0;1;0
3543;2015-05-31;22:00:00;22;Sonntag;5;448;12.5;12.5;45.5;19.5;1;0;1;0
3544;2015-05-31;23:00:00;23;Sonntag;5;315;11;11;60;22;1;0;1;0
3545;2015-06-01;00:00:00;0;Montag;6;226;10;7.5;67;19.5;1;0;0;1
3546;2015-06-01;01:00:00;1;Montag;6;114;10;8;67;18;1;0;0;1
3547;2015-06-01;02:00:00;2;Montag;6;65;9;6.5;73.5;16;1;0;0;1
3548;2015-06-01;03:00:00;3;Montag;6;34;9;6.5;73.5;16;1;0;0;1
3549;2015-06-01;04:00:00;4;Montag;6;51;9;6.5;71;17;1;0;0;1
3550;2015-06-01;05:00:00;5;Montag;6;139;9;7;71;15;1;0;0;1
3551;2015-06-01;06:00:00;6;Montag;6;625;9.5;7.5;71.5;15;1;0;0;1
3552;2015-06-01;07:00:00;7;Montag;6;2190;11;11;64.5;18;1;0;0;1
3553;2015-06-01;08:00:00;8;Montag;6;4183;12;12;58.5;22;2;0;0;1
3554;2015-06-01;09:00:00;9;Montag;6;2077;13.5;13.5;53;23;2;0;0;1
3555;2015-06-01;10:00:00;10;Montag;6;904;14.5;14.5;48;25;2;0;0;1
3556;2015-06-01;11:00:00;11;Montag;6;894;15;15;49.5;25;2;0;0;1
3557;2015-06-01;12:00:00;12;Montag;6;1165;13.5;13.5;64;26;7;0;0;1
3558;2015-06-01;13:00:00;13;Montag;6;1204;12;12;72;26;7;0;0;1
3559;2015-06-01;14:00:00;14;Montag;6;1061;14;14;59;26;2;0;0;1
3560;2015-06-01;15:00:00;15;Montag;6;1136;14;14;55;29;2;0;0;1
3561;2015-06-01;16:00:00;16;Montag;6;1645;14;14;53;28.5;2;0;0;1
3562;2015-06-01;17:00:00;17;Montag;6;2764;13;13;57;29.5;7;0;0;1
3563;2015-06-01;18:00:00;18;Montag;6;3273;14;14;53;27;2;0;0;1
3564;2015-06-01;19:00:00;19;Montag;6;1868;13.5;13.5;57;26;2;0;0;1
3565;2015-06-01;20:00:00;20;Montag;6;1053;13;13;61;25;2;0;0;1
3566;2015-06-01;21:00:00;21;Montag;6;591;13;13;65;27;7;0;0;1
3567;2015-06-01;22:00:00;22;Montag;6;363;13;13;67;34;7;0;0;1
3568;2015-06-01;23:00:00;23;Montag;6;239;12;12;77;34;7;0;0;1
3569;2015-06-02;00:00:00;0;Dienstag;6;153;12;12;77;36;7;0;0;1
3570;2015-06-02;01:00:00;1;Dienstag;6;67;13;13;77;40;7;0;0;1
3571;2015-06-02;02:00:00;2;Dienstag;6;51;13;13;82;36;7;0;0;1
3572;2015-06-02;03:00:00;3;Dienstag;6;38;13.5;13.5;82;35;4;0;0;1
3573;2015-06-02;04:00:00;4;Dienstag;6;57;14;14;82;32;3;0;0;1
3574;2015-06-02;05:00:00;5;Dienstag;6;113;14;14;88;30;7;0;0;1
3575;2015-06-02;06:00:00;6;Dienstag;6;604;14;14;88;29.5;3;0;0;1
3576;2015-06-02;07:00:00;7;Dienstag;6;1830;15;15;82;29.5;3;0;0;1
3577;2015-06-02;08:00:00;8;Dienstag;6;3700;16;16;80;32;7;0;0;1
3578;2015-06-02;09:00:00;9;Dienstag;6;1991;16;16;83;33;4;0;0;1
3579;2015-06-02;10:00:00;10;Dienstag;6;916;16.5;16.5;80;36;3;0;0;1
3580;2015-06-02;11:00:00;11;Dienstag;6;807;17;17;77;33;3;0;0;1
3581;2015-06-02;12:00:00;12;Dienstag;6;968;16.5;16.5;80;35;4;0;0;1
3582;2015-06-02;13:00:00;13;Dienstag;6;906;17;17;77;38;3;0;0;1
3583;2015-06-02;14:00:00;14;Dienstag;6;915;17.5;17.5;70.5;41;3;0;0;1
3584;2015-06-02;15:00:00;15;Dienstag;6;1081;18.5;18.5;66;43.5;3;0;0;1
3585;2015-06-02;16:00:00;16;Dienstag;6;1550;19;19;60;40;3;0;0;1
3586;2015-06-02;17:00:00;17;Dienstag;6;3419;19;19;56;39;2;0;0;1
3587;2015-06-02;18:00:00;18;Dienstag;6;3474;18;18;60;34;2;0;0;1
3588;2015-06-02;19:00:00;19;Dienstag;6;2088;17;17;64;31;2;0;0;1
3589;2015-06-02;20:00:00;20;Dienstag;6;1349;16;16;68;26;2;0;0;1
3590;2015-06-02;21:00:00;21;Dienstag;6;869;15;15;72;25;3;0;0;1
3591;2015-06-02;22:00:00;22;Dienstag;6;620;14.5;14.5;74.5;26;3;0;0;1
3592;2015-06-02;23:00:00;23;Dienstag;6;373;14;14;74.5;24;1;0;0;1
3593;2015-06-03;00:00:00;0;Mittwoch;6;202;14;14;67;22;3;0;0;1
3594;2015-06-03;01:00:00;1;Mittwoch;6;138;14;14;67;21;1;0;0;1
3595;2015-06-03;02:00:00;2;Mittwoch;6;55;13.5;13.5;69.5;20;1;0;0;1
3596;2015-06-03;03:00:00;3;Mittwoch;6;53;13;13;72;20;4;0;0;1
3597;2015-06-03;04:00:00;4;Mittwoch;6;38;12.5;12.5;74.5;23;2;0;0;1
3598;2015-06-03;05:00:00;5;Mittwoch;6;135;13;13;72;20.5;2;0;0;1
